ongress,number,bill_type,is_alive,current_status,committees, cosponsors, current_status_date, current_status_description, introduced_date, sponsor, sponsor_role,title_without_number
107,2244,house_bill,False,referred,,,2001-06-19,"This bill was introduced on June 19, 2001, in a previous session of Congress, but was not enacted.",2001-06-19,{},{},Tribal and Local Communities Relationship Improvement Act
108,1033,house_bill,False,referred,,,2003-02-27,"This bill was introduced on February 27, 2003, in a previous session of Congress, but was not enacted.",2003-02-27,{},{},Ninth Circuit Court of Appeals Reorganization Act of 2003
108,5041,house_bill,False,reported,,,2004-09-09,"This bill was introduced on September 9, 2004, in a previous session of Congress, but was not enacted.",2004-09-09,{},{},"Departments of Veterans Affairs and Housing and Urban Development, and Independent Agencies Appropriations Act, 2005"
108,5040,house_bill,False,referred,,,2004-09-09,"This bill was introduced on September 9, 2004, in a previous session of Congress, but was not enacted.",2004-09-09,{},{},9/11 Commission Report Implementation Act of 2004
108,1038,house_bill,False,reported,,,2003-07-09,"This bill was introduced on July 9, 2003, in a previous session of Congress, but was not enacted.",2003-02-27,{},{},Public Lands Fire Regulations Enforcement Act of 2003
108,1749,house_bill,False,referred,,,2003-04-10,"This bill was introduced on April 10, 2003, in a previous session of Congress, but was not enacted.",2003-04-10,{},{},Health Care Parity for Legal Transportation and Recreational Activities Act
111,5671,house_bill,False,referred,,,2010-07-01,"This bill was introduced on July 1, 2010, in a previous session of Congress, but was not enacted.",2010-07-01,{},{},Put School Counselors Where They’re Needed Act
108,165,senate_bill,False,pass_over_senate,,,2003-05-08,"This bill was introduced in a previous session of Congress and was passed by the Senate on May 8, 2003 but was never passed by the House.",2003-01-15,{},{},Air Cargo Security Improvement Act
111,510,senate_bill,False,pass_over_senate,,,2010-11-30,"This bill was introduced in a previous session of Congress and was passed by the Senate on November 30, 2010 but was never passed by the House.",2009-03-03,{},{},FDA Food Safety Modernization Act
111,395,house_resolution,False,referred,,,2009-05-04,"This resolution was introduced on May 4, 2009, in a previous session of Congress, but was not enacted.",2009-05-04,{},{},"Supporting efforts to raise awareness, improve education, and encourage research of inflammatory breast cancer."
111,4770,house_bill,False,referred,,,2010-03-04,"This bill was introduced on March 4, 2010, in a previous session of Congress, but was not enacted.",2010-03-04,{},{},Create Jobs by Expanding the R&D Tax Credit Act of 2010
111,1681,house_bill,False,referred,,,2009-03-24,"This bill was introduced on March 24, 2009, in a previous session of Congress, but was not enacted.",2009-03-24,{},{},Veterans Transitional Assistance Act of 2009
111,393,house_resolution,False,referred,,,2009-04-30,"This resolution was introduced on April 30, 2009, in a previous session of Congress, but was not enacted.",2009-04-30,{},{},Expressing the sense of the House of Representatives that the Obama Administration and Congress should end the assault on America’s energy independence by leaving in place domestic energy tax incentives.
111,4921,house_bill,False,referred,,,2010-03-24,"This bill was introduced on March 24, 2010, in a previous session of Congress, but was not enacted.",2010-03-24,{},{},Budget Enforcement Legislative Tool Act of 2010
112,1687,house_bill,False,referred,,,2011-05-03,"This bill was introduced on May 3, 2011, in a previous session of Congress, but was not enacted.",2011-05-03,{},{},Open Fuel Standard Act of 2011
111,399,house_resolution,False,referred,,,2009-05-04,"This resolution was introduced on May 4, 2009, in a previous session of Congress, but was not enacted.",2009-05-04,{},{},Honoring the sacrifice of members of the Armed Forces who are also mothers and the support provided by mothers of members of the Armed Forces and mothers who are the spouse of members of the Armed Forces.
111,648,house_resolution,False,referred,,,2009-07-14,"This resolution was introduced on July 14, 2009, in a previous session of Congress, but was not enacted.",2009-07-14,{},{},Expressing the need for enhanced public awareness of potential health effects posed by mercury.
111,649,house_resolution,False,referred,,,2009-07-15,"This resolution was introduced on July 15, 2009, in a previous session of Congress, but was not enacted.",2009-07-15,{},{},Supporting the goals and ideals of National Community Gardening Awareness Month.
109,65,senate_bill,False,reported,,,2005-11-17,"This bill was introduced on November 17, 2005, in a previous session of Congress, but was not enacted.",2005-01-24,{},{},A bill to amend the age restrictions for pilots.
110,947,house_bill,False,referred,,,2007-02-08,"This bill was introduced on February 8, 2007, in a previous session of Congress, but was not enacted.",2007-02-08,{},{},Afghan Women Empowerment Act of 2007
110,946,house_bill,False,referred,,,2007-02-08,"This bill was introduced on February 8, 2007, in a previous session of Congress, but was not enacted.",2007-02-08,{},{},Consumer Overdraft Protection Fair Practices Act
110,940,house_bill,False,referred,,,2007-02-08,"This bill was introduced on February 8, 2007, in a previous session of Congress, but was not enacted.",2007-02-08,{},{},Suzanne Gonzales Suicide Prevention Act of 2007
110,943,house_bill,False,referred,,,2007-02-08,"This bill was introduced on February 8, 2007, in a previous session of Congress, but was not enacted.",2007-02-08,{},{},Volunteer Responder Incentive Protection Act of 2007
110,942,house_bill,False,referred,,,2007-02-08,"This bill was introduced on February 8, 2007, in a previous session of Congress, but was not enacted.",2007-02-08,{},{},Clean Air Sustainability Act of 2007
111,3699,house_bill,False,referred,,,2009-10-01,"This bill was introduced on October 1, 2009, in a previous session of Congress, but was not enacted.",2009-10-01,{},{},To prohibit any increase in the number of members of the United States Armed Forces serving in Afghanistan.
112,957,house_bill,False,referred,,,2011-03-08,"This bill was introduced on March 8, 2011, in a previous session of Congress, but was not enacted.",2011-03-08,{},{},Teacher Tax Cut Act of 2011
106,5109,house_bill,False,pass_over_house,,,2000-09-21,"This bill was introduced in a previous session of Congress and was passed by the House on September 21, 2000 but was never passed by the Senate.",2000-09-06,{},{},Department of Veterans Affairs Health Care Personnel Act of 2000
108,1151,senate_bill,False,referred,,,2003-05-23,"This bill was introduced on May 23, 2003, in a previous session of Congress, but was not enacted.",2003-05-23,{},{},Veterans Outreach Protection Act
112,321,house_bill,False,referred,,,2011-01-19,"This bill was introduced on January 19, 2011, in a previous session of Congress, but was not enacted.",2011-01-19,{},{},Equal Employment for All Act
112,320,house_bill,False,pass_over_house,,,2011-10-24,"This bill was introduced in a previous session of Congress and was passed by the House on October 24, 2011 but was never passed by the Senate.",2011-01-19,{},{},Distinguished Flying Cross National Memorial Act
112,327,house_bill,False,referred,,,2011-01-19,"This bill was introduced on January 19, 2011, in a previous session of Congress, but was not enacted.",2011-01-19,{},{},Law Enforcement Officers Equity Act
112,326,house_bill,False,referred,,,2011-01-19,"This bill was introduced on January 19, 2011, in a previous session of Congress, but was not enacted.",2011-01-19,{},{},Mobile Home Protection Act
107,4209,house_bill,False,referred,,,2002-04-11,"This bill was introduced on April 11, 2002, in a previous session of Congress, but was not enacted.",2002-04-11,{},{},Promoting Self-Reliance for the World’s Poorest Act of 2002
112,324,house_bill,False,referred,,,2011-01-19,"This bill was introduced on January 19, 2011, in a previous session of Congress, but was not enacted.",2011-01-19,{},{},"To amend title 10, United States Code, to provide police officers, criminal investigators, and game law enforcement officers of the Department of Defense with authority to execute warrants, make arrests, and carry firearms."
111,1692,house_bill,False,referred,,,2009-03-24,"This bill was introduced on March 24, 2009, in a previous session of Congress, but was not enacted.",2009-03-24,{},{},To amend the Consumer Product Safety Improvement Act to exempt ordinary books from the lead limit in such Act.
111,4402,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},Access to Nutritious Meals for Young Children Act of 2009
111,1691,house_bill,False,referred,,,2009-03-24,"This bill was introduced on March 24, 2009, in a previous session of Congress, but was not enacted.",2009-03-24,{},{},Breast Cancer Patient Protection Act of 2009
111,4404,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},Minority Diabetes Initiative Act
111,4405,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},Jubilee Act for Responsible Lending and Expanded Debt Cancellation of 2009
111,1694,house_bill,False,pass_over_house,,,2009-04-21,"This bill was introduced in a previous session of Congress and was passed by the House on April 21, 2009 but was never passed by the Senate.",2009-03-24,{},{},Revolutionary War and War of 1812 Battlefield Protection Act
111,1695,house_bill,False,referred,,,2009-03-24,"This bill was introduced on March 24, 2009, in a previous session of Congress, but was not enacted.",2009-03-24,{},{},"To amend title 10, United States Code, to reduce the minimum age for receipt of military retired pay for non-regular service from 60 to 55."
109,3100,house_bill,False,prov_kill_suspensionfailed,,,2005-07-14,"This bill was introduced in a previous session of Congress but was killed due to a failed vote for cloture, under a fast-track vote called ""suspension"", or while resolving differences on July 14, 2005.",2005-06-29,{},{},East Asia Security Act of 2005
108,3296,house_bill,False,referred,,,2003-10-15,"This bill was introduced on October 15, 2003, in a previous session of Congress, but was not enacted.",2003-10-15,{},{},Prevent Identity Theft From Affecting Lives and Livelihoods (PITFALL) Act
109,3492,house_bill,False,referred,,,2005-07-27,"This bill was introduced on July 27, 2005, in a previous session of Congress, but was not enacted.",2005-07-27,{},{},Consumer Credit Card Protection Act of 2005
109,3109,house_bill,False,referred,,,2005-06-29,"This bill was introduced on June 29, 2005, in a previous session of Congress, but was not enacted.",2005-06-29,{},{},Cybersecurity Education Enhancement Act of 2005
112,516,senate_bill,False,referred,,,2011-03-09,"This bill was introduced on March 9, 2011, in a previous session of Congress, but was not enacted.",2011-03-09,{},{},Lease Extension and Secure Energy Act of 2011
111,562,house_resolution,False,passed_simpleres,,,2009-10-26,"This simple resolution was agreed to on October 26, 2009. That is the end of the legislative process for a simple resolution.",2009-06-18,{},{},Congratulating Syracuse University for winning the National Collegiate Athletic Association Division I Men’s Lacrosse Tournament.
111,345,house_bill,False,referred,,,2009-01-08,"This bill was introduced on January 8, 2009, in a previous session of Congress, but was not enacted.",2009-01-08,{},{},To amend the Internal Revenue Code of 1986 to increase the standard mileage rate for charitable purposes to the standard mileage rate established by the Secretary of the Treasury for business purposes.
111,347,house_bill,False,pass_over_house,,,2009-05-14,"This bill was introduced in a previous session of Congress and was passed by the House on May 14, 2009 but was never passed by the Senate.",2009-01-08,{},{},"To grant the congressional gold medal, collectively, to the 100th Infantry Battalion and the 442nd Regimental Combat Team, United States Army, in recognition of their dedicated service during World War II."
111,692,house_bill,False,referred,,,2009-01-26,"This bill was introduced on January 26, 2009, in a previous session of Congress, but was not enacted.",2009-01-26,{},{},To amend the Internal Revenue Code of 1986 to exclude from gross income compensation received by employees consisting of qualified distributions of employer stock.
111,690,house_bill,False,referred,,,2009-01-26,"This bill was introduced on January 26, 2009, in a previous session of Congress, but was not enacted.",2009-01-26,{},{},Modernize Our Bookkeeping In the Law for Employee’s Cell Phone Act of 2009
109,4157,house_bill,False,pass_over_house,,,2006-07-27,"This bill was introduced in a previous session of Congress and was passed by the House on July 27, 2006 but was never passed by the Senate.",2005-10-27,{},{},Health Information Technology Promotion Act of 2006
109,4156,house_bill,False,referred,,,2005-10-27,"This bill was introduced on October 27, 2005, in a previous session of Congress, but was not enacted.",2005-10-27,{},{},Trade Adjustment Assistance Improvement Act
110,5576,house_bill,False,referred,,,2008-03-11,"This bill was introduced on March 11, 2008, in a previous session of Congress, but was not enacted.",2008-03-11,{},{},Veteran Claims Backlog Reduction Act of 2008
109,4158,house_bill,False,referred,,,2005-10-27,"This bill was introduced on October 27, 2005, in a previous session of Congress, but was not enacted.",2005-10-27,{},{},School Energy Crisis Relief Act
110,5575,house_bill,False,referred,,,2008-03-11,"This bill was introduced on March 11, 2008, in a previous session of Congress, but was not enacted.",2008-03-11,{},{},Moratorium on Uncontrolled Power Plants Act of 2008
110,5572,house_bill,False,referred,,,2008-03-10,"This bill was introduced on March 10, 2008, in a previous session of Congress, but was not enacted.",2008-03-10,{},{},Helping Communities Act of 2008
110,5573,house_bill,False,referred,,,2008-03-10,"This bill was introduced on March 10, 2008, in a previous session of Congress, but was not enacted.",2008-03-10,{},{},"To amend title 5, United States Code, to provide for a lump-sum payment for certain Federal employees who retire with a substantial amount of unused sick leave for which they would not otherwise receive any compensation or benefit, and for other purposes."
112,1134,senate_bill,False,enacted_signed,,,2012-03-14,"This bill was enacted after being signed by the President on March 14, 2012.",2011-05-26,{},{},St. Croix River Crossing Project Authorization Act
111,1349,house_bill,False,referred,,,2009-03-05,"This bill was introduced on March 5, 2009, in a previous session of Congress, but was not enacted.",2009-03-05,{},{},Federal Accounting Oversight Board Act of 2009
111,3534,house_bill,False,pass_over_house,,,2010-07-30,"This bill was introduced in a previous session of Congress and was passed by the House on July 30, 2010 but was never passed by the Senate.",2009-09-08,{},{},"Consolidated Land, Energy, and Aquatic Resources Act of 2010"
105,1376,house_bill,False,referred,,,1997-04-17,"This bill was introduced on April 17, 1997, in a previous session of Congress, but was not enacted.",1997-04-17,{},{},Act to Save America’s Forests
111,1346,house_bill,False,referred,,,2009-03-05,"This bill was introduced on March 5, 2009, in a previous session of Congress, but was not enacted.",2009-03-05,{},{},Medical Device Safety Act of 2009
110,932,senate_bill,False,referred,,,2007-03-20,"This bill was introduced on March 20, 2007, in a previous session of Congress, but was not enacted.",2007-03-20,{},{},Medicare Patient Access to Physical Therapists Act of 2007
111,1340,house_bill,False,referred,,,2009-03-05,"This bill was introduced on March 5, 2009, in a previous session of Congress, but was not enacted.",2009-03-05,{},{},Tibetan Refugee Assistance Act of 2009
111,1343,house_bill,False,referred,,,2009-03-05,"This bill was introduced on March 5, 2009, in a previous session of Congress, but was not enacted.",2009-03-05,{},{},First Responders Fighting Terrorism Protection Act of 2009
109,210,house_concurrent_resolution,False,pass_over_house,,,2006-09-19,"This resolution was introduced in a previous session of Congress and was passed by the House on September 19, 2006 but was never passed by the Senate.",2005-07-18,{},{},Supporting the goal of eliminating suffering and death due to cancer by the year 2015.
111,3531,house_bill,False,referred,,,2009-07-31,"This bill was introduced on July 31, 2009, in a previous session of Congress, but was not enacted.",2009-07-31,{},{},HELP Separated Children Act
110,362,house_concurrent_resolution,False,referred,,,2008-05-22,"This resolution was introduced on May 22, 2008, in a previous session of Congress, but was not enacted.",2008-05-22,{},{},"Expressing the sense of Congress regarding the threat posed to international peace, stability in the Middle East, and the vital national security interests of the United States by Iran’s pursuit of nuclear weapons and regional hegemony, and for other purposes."
110,361,house_concurrent_resolution,False,pass_over_house,,,2008-07-30,"This resolution was introduced in a previous session of Congress and was passed by the House on July 30, 2008 but was never passed by the Senate.",2008-05-22,{},{},"Commemorating Irena Sendler, a woman whose bravery saved the lives of thousands during the Holocaust and remembering her legacy of courage, selflessness, and hope."
110,360,house_concurrent_resolution,False,pass_over_house,,,2008-09-27,"This resolution was introduced in a previous session of Congress and was passed by the House on September 27, 2008 but was never passed by the Senate.",2008-05-21,{},{},Recognizing the important social and economic contributions and accomplishments of the New Deal to our Nation on the 75th anniversary of legislation establishing the initial New Deal social and public works programs.
111,1,house_bill,False,enacted_signed,,,2009-02-17,"This bill was enacted after being signed by the President on February 17, 2009.",2009-01-26,{},{},American Recovery and Reinvestment Act of 2009
111,2,house_bill,False,enacted_signed,,,2009-02-04,"This bill was enacted after being signed by the President on February 4, 2009.",2009-01-13,{},{},Children’s Health Insurance Program Reauthorization Act of 2009
112,2080,house_bill,False,referred,,,2011-06-01,"This bill was introduced on June 1, 2011, in a previous session of Congress, but was not enacted.",2011-06-01,{},{},Evacuees Tax Relief Act of 2011
111,520,house_bill,False,referred,,,2009-01-14,"This bill was introduced on January 14, 2009, in a previous session of Congress, but was not enacted.",2009-01-14,{},{},Accelerated Retirement of Inefficient Vehicles Act of 2009
108,2214,house_bill,False,referred,,,2003-05-22,"This bill was introduced on May 22, 2003, in a previous session of Congress, but was not enacted.",2003-05-22,{},{},Reduction in Distribution of Spam Act of 2003
108,2217,house_bill,False,referred,,,2003-05-22,"This bill was introduced on May 22, 2003, in a previous session of Congress, but was not enacted.",2003-05-22,{},{},Veterans Burial Benefits Improvement Act of 2003
108,2216,house_bill,False,referred,,,2003-05-22,"This bill was introduced on May 22, 2003, in a previous session of Congress, but was not enacted.",2003-05-22,{},{},To provide for greater recognition of Veterans Day each year.
108,2211,house_bill,False,pass_over_house,,,2003-07-09,"This bill was introduced in a previous session of Congress and was passed by the House on July 9, 2003 but was never passed by the Senate.",2003-05-22,{},{},Ready to Teach Act of 2003
109,574,house_resolution,False,passed_simpleres,,,2005-12-13,"This simple resolution was agreed to on December 13, 2005. That is the end of the legislative process for a simple resolution.",2005-11-18,{},{},Congratulating the Los Angeles Galaxy on their victory in the 2005 Major League Soccer championship.
111,527,house_bill,False,referred,,,2009-01-14,"This bill was introduced on January 14, 2009, in a previous session of Congress, but was not enacted.",2009-01-14,{},{},Home Retention and Economic Stabilization Act of 2009
111,528,house_bill,False,referred,,,2009-01-14,"This bill was introduced on January 14, 2009, in a previous session of Congress, but was not enacted.",2009-01-14,{},{},Short Sea Shipping Act of 2009
109,578,house_resolution,False,passed_simpleres,,,2006-04-06,"This simple resolution was agreed to on April 6, 2006. That is the end of the legislative process for a simple resolution.",2005-11-18,{},{},Concerning the Government of Romania’s ban on intercountry adoptions and the welfare of orphaned or abandoned children in Romania.
108,2219,house_bill,False,referred,,,2003-05-22,"This bill was introduced on May 22, 2003, in a previous session of Congress, but was not enacted.",2003-05-22,{},{},"To amend title 38, United States Code, to permit Department of Veterans Affairs pharmacies to dispense medications on prescriptions written by private practitioners to veterans who are currently awaiting their first appointment with the Department for medical care, and for other purposes."
108,2218,house_bill,False,pass_over_house,,,2003-11-19,"This bill was introduced in a previous session of Congress and was passed by the House on November 19, 2003 but was never passed by the Senate.",2003-05-22,{},{},"To amend the Federal Food, Drug, and Cosmetic Act to provide for the regulation of all contact lenses as medical devices, and for other purposes."
111,564,house_bill,False,referred,,,2009-01-15,"This bill was introduced on January 15, 2009, in a previous session of Congress, but was not enacted.",2009-01-15,{},{},Superfund Reinvestment Act of 2009
109,5992,house_bill,False,referred,,,2006-07-28,"This bill was introduced on July 28, 2006, in a previous session of Congress, but was not enacted.",2006-07-28,{},{},Choices in Child Care Act
111,2113,house_bill,False,referred,,,2009-04-27,"This bill was introduced on April 27, 2009, in a previous session of Congress, but was not enacted.",2009-04-27,{},{},"Corporate Injury, Illness, and Fatality Reporting Act of 2009"
109,5991,house_bill,False,referred,,,2006-07-28,"This bill was introduced on July 28, 2006, in a previous session of Congress, but was not enacted.",2006-07-28,{},{},To prohibit the injection of carbon monoxide in meat products.
112,1716,house_bill,False,referred,,,2011-05-04,"This bill was introduced on May 4, 2011, in a previous session of Congress, but was not enacted.",2011-05-04,{},{},Job Opportunities Between our Shores Act
110,3168,house_bill,False,referred,,,2007-07-24,"This bill was introduced on July 24, 2007, in a previous session of Congress, but was not enacted.",2007-07-24,{},{},Path to Success: Gang Prevention through Community Partnerships Act
112,1711,house_bill,False,referred,,,2011-05-04,"This bill was introduced on May 4, 2011, in a previous session of Congress, but was not enacted.",2011-05-04,{},{},Child Care Criminal Background Check Act of 2011
112,1712,house_bill,False,referred,,,2011-05-04,"This bill was introduced on May 4, 2011, in a previous session of Congress, but was not enacted.",2011-05-04,{},{},Job Creation and Energy Security Act of 2011
110,3163,house_bill,False,referred,,,2007-07-24,"This bill was introduced on July 24, 2007, in a previous session of Congress, but was not enacted.",2007-07-24,{},{},Healthy Americans Act
110,3162,house_bill,False,pass_over_house,,,2007-08-01,"This bill was introduced in a previous session of Congress and was passed by the House on August 1, 2007 but was never passed by the Senate.",2007-07-24,{},{},Children’s Health and Medicare Protection Act of 2007
110,3161,house_bill,False,pass_over_house,,,2007-08-02,"This bill was introduced in a previous session of Congress and was passed by the House on August 2, 2007 but was never passed by the Senate.",2007-07-24,{},{},"Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2008"
107,704,house_bill,False,referred,,,2001-02-14,"This bill was introduced on February 14, 2001, in a previous session of Congress, but was not enacted.",2001-02-14,{},{},Energy Time Adjustment Authorization Act
107,875,house_bill,False,referred,,,2001-03-06,"This bill was introduced on March 6, 2001, in a previous session of Congress, but was not enacted.",2001-03-06,{},{},Restoration of Women’s Citizenship Act
109,434,house_bill,False,referred,,,2005-02-01,"This bill was introduced on February 1, 2005, in a previous session of Congress, but was not enacted.",2005-02-01,{},{},Superfund Enhancement and Priorization Act of 2005
111,2802,house_bill,False,enacted_signed,,,2010-05-24,"This bill was enacted after being signed by the President on May 24, 2010.",2009-06-10,{},{},"To provide for an extension of the legislative authority of the Adams Memorial Foundation to establish a commemorative work in honor of former President John Adams and his legacy, and for other purposes."
110,1230,house_resolution,False,passed_simpleres,,,2008-06-19,"This simple resolution was agreed to on June 19, 2008. That is the end of the legislative process for a simple resolution.",2008-05-22,{},{},Condemning postelection violence in Zimbabwe and calling for a peaceful resolution to the current political crisis.
110,4228,house_bill,False,referred,,,2007-11-15,"This bill was introduced on November 15, 2007, in a previous session of Congress, but was not enacted.",2007-11-15,{},{},Southern Arizona Public Lands Protection Act of 2007
111,4328,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},"Literacy, Education, and Rehabilitation Act"
111,2808,house_bill,False,referred,,,2009-06-10,"This bill was introduced on June 10, 2009, in a previous session of Congress, but was not enacted.",2009-06-10,{},{},Truth in Employment Act of 2009
110,4221,house_bill,False,referred,,,2007-11-15,"This bill was introduced on November 15, 2007, in a previous session of Congress, but was not enacted.",2007-11-15,{},{},Satellite Consumers’ Access to Public Television Digital Programming Act of 2007
106,2037,house_bill,False,referred,,,1999-06-08,"This bill was introduced on June 8, 1999, in a previous session of Congress, but was not enacted.",1999-06-08,{},{},Child Safety and Youth Violence Prevention Act of 1999
106,48,senate_joint_resolution,False,pass_over_senate,,,2000-07-27,"This resolution was introduced in a previous session of Congress and was passed by the Senate on July 27, 2000 but was never passed by the House.",2000-06-08,{},{},A joint resolution calling upon the President to issue a proclamation recognizing the 25th anniversary of the Helsinki Final Act.
106,212,house_concurrent_resolution,False,referred,,,1999-10-27,"This resolution was introduced on October 27, 1999, in a previous session of Congress, but was not enacted.",1999-10-27,{},{},Expressing the sense of the Congress concerning continued use of the United States Navy training range on the island of Vieques in the Commonwealth of Puerto Rico.
111,5460,house_bill,False,referred,,,2010-05-28,"This bill was introduced on May 28, 2010, in a previous session of Congress, but was not enacted.",2010-05-28,{},{},Teen Parent Graduation and College Achievement Act
109,2418,house_bill,False,referred,,,2005-05-18,"This bill was introduced on May 18, 2005, in a previous session of Congress, but was not enacted.",2005-05-18,{},{},IP-Enabled Voice Communications and Public Safety Act of 2005
109,2419,house_bill,False,enacted_signed,,,2005-11-19,"This bill was enacted after being signed by the President on November 19, 2005.",2005-05-18,{},{},"Energy and Water Development Appropriations Act, 2006"
111,836,house_bill,False,referred,,,2009-02-03,"This bill was introduced on February 3, 2009, in a previous session of Congress, but was not enacted.",2009-02-03,{},{},Brewers Excise and Economic Relief Act of 2009
111,5467,house_bill,False,referred,,,2010-05-28,"This bill was introduced on May 28, 2010, in a previous session of Congress, but was not enacted.",2010-05-28,{},{},Turning Around Low-Performing Public High Schools Act
110,2082,house_bill,False,vetoed_override_fail_originating_house,,,2008-03-11,"This bill was vetoed. The House attempted to override the veto on March 11, 2008 but failed.",2007-05-01,{},{},Intelligence Authorization Act for Fiscal Year 2008
108,122,house_concurrent_resolution,False,referred,,,2003-03-26,"This resolution was introduced on March 26, 2003, in a previous session of Congress, but was not enacted.",2003-03-26,{},{},Urging the United Nations to put in place broad United Nations Security Council authority to help the people of Iraq.
108,123,house_concurrent_resolution,False,referred,,,2003-03-26,"This resolution was introduced on March 26, 2003, in a previous session of Congress, but was not enacted.",2003-03-26,{},{},"Supporting the goals and ideals of St. Tammany Day on May 1, 2003, as a national day of recognition for Tamanend and the values he represented."
111,839,house_bill,False,referred,,,2009-02-03,"This bill was introduced on February 3, 2009, in a previous session of Congress, but was not enacted.",2009-02-03,{},{},"To provide for the consideration of a petition for Federal Recognition of the Lumbee Indians of Robeson and adjoining counties and other Indian groups in North Carolina, and for other purposes."
108,126,house_concurrent_resolution,False,referred,,,2003-03-27,"This resolution was introduced on March 27, 2003, in a previous session of Congress, but was not enacted.",2003-03-27,{},{},Expressing the sense of the Congress regarding the Earth Liberation Front and ecological terrorism.
112,1829,house_bill,False,referred,,,2011-05-11,"This bill was introduced on May 11, 2011, in a previous session of Congress, but was not enacted.",2011-05-11,{},{},Nutria Eradication and Control Act of 2011
110,3708,house_bill,False,referred,,,2007-10-01,"This bill was introduced on October 1, 2007, in a previous session of Congress, but was not enacted.",2007-10-01,{},{},American Family Farm and Ranchland Protection Act
110,3706,house_bill,False,referred,,,2007-09-27,"This bill was introduced on September 27, 2007, in a previous session of Congress, but was not enacted.",2007-09-27,{},{},Commission on Wartime Contracting Establishment Act
110,3705,house_bill,False,referred,,,2007-09-27,"This bill was introduced on September 27, 2007, in a previous session of Congress, but was not enacted.",2007-09-27,{},{},Fair Disclosure for Homeowners Act of 2007
112,1821,house_bill,False,referred,,,2011-05-10,"This bill was introduced on May 10, 2011, in a previous session of Congress, but was not enacted.",2011-05-10,{},{},Family Engagement in Education Act of 2011
112,1826,house_bill,False,referred,,,2011-05-11,"This bill was introduced on May 11, 2011, in a previous session of Congress, but was not enacted.",2011-05-11,{},{},"To amend title 38, United States Code, to reinstate criminal penalties for persons charging veterans unauthorized fees."
111,1751,house_bill,False,referred,,,2009-03-26,"This bill was introduced on March 26, 2009, in a previous session of Congress, but was not enacted.",2009-03-26,{},{},American Dream Act
110,3701,house_bill,False,reported,,,2008-03-13,"This bill was introduced on March 13, 2008, in a previous session of Congress, but was not enacted.",2007-09-27,{},{},Safety of Seniors Act of 2008
110,3700,house_bill,False,referred,,,2007-09-27,"This bill was introduced on September 27, 2007, in a previous session of Congress, but was not enacted.",2007-09-27,{},{},Fair Medicaid Drug Payment Act of 2007
109,5909,house_bill,False,referred,,,2006-07-26,"This bill was introduced on July 26, 2006, in a previous session of Congress, but was not enacted.",2006-07-26,{},{},Haley’s Act
111,4325,house_bill,False,referred,,,2009-12-15,"This bill was introduced on December 15, 2009, in a previous session of Congress, but was not enacted.",2009-12-15,{},{},Universal Classroom Breakfast Expansion Act
111,4324,house_bill,False,referred,,,2009-12-15,"This bill was introduced on December 15, 2009, in a previous session of Congress, but was not enacted.",2009-12-15,{},{},To amend the Homeowners Assistance Program of the Department of Defense to give the Secretary of Defense flexibility regarding setting the commencement date for homeowner assistance for members of the Armed Forces permanently reassigned during the mortgage crisis.
112,2593,house_bill,False,referred,,,2011-07-19,"This bill was introduced on July 19, 2011, in a previous session of Congress, but was not enacted.",2011-07-19,{},{},Wasteful Presidential Coin Act of 2011
107,2096,house_bill,False,referred,,,2001-06-07,"This bill was introduced on June 7, 2001, in a previous session of Congress, but was not enacted.",2001-06-07,{},{},Responsible Stem Cell Research Act of 2001
107,5669,house_bill,False,referred,,,2002-10-16,"This bill was introduced on October 16, 2002, in a previous session of Congress, but was not enacted.",2002-10-16,{},{},Nanoscience and Nanotechnology Advisory Board Act of 2002
112,2599,house_bill,False,referred,,,2011-07-20,"This bill was introduced on July 20, 2011, in a previous session of Congress, but was not enacted.",2011-07-20,{},{},PACE Assessment Protection Act of 2011
110,2089,house_bill,False,enacted_signed,,,2007-11-30,"This bill was enacted after being signed by the President on November 30, 2007.",2007-05-01,{},{},"To designate the facility of the United States Postal Service located at 701 Loyola Avenue in New Orleans, Louisiana, as the “Louisiana Armed Services Veterans Post Office”."
107,41,senate_joint_resolution,False,referred,,,2002-07-18,"This resolution was introduced on July 18, 2002, in a previous session of Congress, but was not enacted.",2002-07-18,{},{},A joint resolution calling for Congress to consider and vote on a resolution for the use of force by the United States Armed Forces against Iraq before such force is deployed.
107,1438,senate_bill,False,enacted_signed,,,2001-12-28,"This bill was enacted after being signed by the President on December 28, 2001.",2001-09-19,{},{},National Defense Authorization Act for Fiscal Year 2002
108,1671,house_bill,False,referred,,,2003-04-08,"This bill was introduced on April 8, 2003, in a previous session of Congress, but was not enacted.",2003-04-08,{},{},Cooperative Dividend Equity Act of 2003
